"演奏会名","日付","会場","全体指揮等","ステージ","曲目・組曲名等","個別の曲名","作詞・訳詩","作曲","編曲","備考"
"第16回定期演奏会","1989年8月19日","山形市民会館大ホール","指揮: 田中信昭","III","布瑠部由良由良","7. 琴","石上神宮の祓詞, 東大寺の声明 等","柴田南雄","-","お話: 柴田南雄, バンド: 大泉邦彦他"
"第16回定期演奏会","1989年8月19日","山形市民会館大ホール","指揮: 田中信昭","III","布瑠部由良由良","8. 銅鐸","石上神宮の祓詞, 東大寺の声明 等","柴田南雄","-","お話: 柴田南雄, バンド: 大泉邦彦他"
"第16回定期演奏会","1989年8月19日","山形市民会館大ホール","指揮: 田中信昭","III","布瑠部由良由良","9. 吉増剛造「地獄のスケッチブック」より","石上神宮の祓詞, 東大寺の声明 等","柴田南雄","-","お話: 柴田南雄, バンド: 大泉邦彦他"
"第16回定期演奏会","1989年8月19日","山形市民会館大ホール","指揮: 田中信昭","III","布瑠部由良由良","10. ボードレール原詩 福永武彦訳「秋の歌」","石上神宮の祓詞, 東大寺の声明 等","柴田南雄","-","お話: 柴田南雄, バンド: 大泉邦彦他"
"第16回定期演奏会","1989年8月19日","山形市民会館大ホール","指揮: 田中信昭","III","布瑠部由良由良","11. リコーダー ソロと合奏","石上神宮の祓詞, 東大寺の声明 等","柴田南雄","-","お話: 柴田南雄, バンド: 大泉邦彦他"
"第16回定期演奏会","1989年8月19日","山形市民会館大ホール","指揮: 田中信昭","III","布瑠部由良由良","12. バンドと合唱","石上神宮の祓詞, 東大寺の声明 等","柴田南雄","-","お話: 柴田南雄, バンド: 大泉邦彦他"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","I","ちっちゃなボゥ・ピィプ","うつくしいのは げつようびのこども","谷川俊太郎(訳)","林光","-","演出: 加藤直, ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","I","ちっちゃなボゥ・ピィプ","メリーはこひつじかっていた","谷川俊太郎(訳)","林光","-","演出: 加藤直, ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","I","ちっちゃなボゥ・ピィプ","ちっちゃなボゥ・ピィプ","谷川俊太郎(訳)","林光","-","演出: 加藤直, ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","I","ちっちゃなボゥ・ピィプ","キラキラちいさなおほしさま","谷川俊太郎(訳)","林光","-","演出: 加藤直, ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","I","ちっちゃなボゥ・ピィプ","だれがこまどり ころしたの？","谷川俊太郎(訳)","林光","-","演出: 加藤直, ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","II","林光ソングブック","けっしてこない聖者の日","B.ブレヒト","林光","-","ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","II","林光ソングブック","八匹めの象の歌","B.ブレヒト","林光","-","ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","II","林光ソングブック","埋められた武器の子守うた","クリスティナ・クラヘルスカ","林光","-","ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","II","林光ソングブック","空に小鳥がいなくなった日","谷川俊太郎","林光","-","ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","II","林光ソングブック","歩くうた","谷川俊太郎","林光","-","ピアノ: 林光"
"第17回定期演奏会","1990年7月14日","山形市民会館大ホール","指揮: 林光","III","ザ・カーニバル あるいは自由への道","ザ・カーニバル あるいは自由への道","サルトル, 金芝河, ギリェン他","林光","-","演出: 加藤直, ピアノ: 林光"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","一","混声合唱のための 五つの日本民謡","1. 阿波踊り","徳島県民謡","三善晃","-",""
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","一","混声合唱のための 五つの日本民謡","2. 佐渡おけさ","新潟県民謡","三善晃","-",""
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","一","混声合唱のための 五つの日本民謡","3. 木曽節","長野県民謡","三善晃","-",""
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","一","混声合唱のための 五つの日本民謡","4. ソーラン節","北海道民謡","三善晃","-",""
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","一","混声合唱のための 五つの日本民謡","5. 五ツ木の子守唄","熊本県民謡","三善晃","-",""
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","二","合唱のためのコンポジション第5番 鳥獣戯画","I.","-","間宮芳生","-","コントラバス: 島田博樹, 打楽器: 南悟, 三原千加"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","二","合唱のためのコンポジション第5番 鳥獣戯画","II.","-","間宮芳生","-","コントラバス: 島田博樹, 打楽器: 南悟, 三原千加"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","二","合唱のためのコンポジション第5番 鳥獣戯画","III.","-","間宮芳生","-","コントラバス: 島田博樹, 打楽器: 南悟, 三原千加"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","二","合唱のためのコンポジション第5番 鳥獣戯画","IV.","-","間宮芳生","-","コントラバス: 島田博樹, 打楽器: 南悟, 三原千加"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","三","混声合唱と日本の横笛のための 春立つと","1. そよ 春立つと","「梁塵秘抄」より","柴田南雄","-","笛: 小泉浩"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","三","混声合唱と日本の横笛のための 春立つと","2. 春の初の歌枕","「梁塵秘抄」より","柴田南雄","-","笛: 小泉浩"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","三","混声合唱と日本の横笛のための 春立つと","3. 峰の花折る小大徳","「梁塵秘抄」より","柴田南雄","-","笛: 小泉浩"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","三","混声合唱と日本の横笛のための 春立つと","4. 勿利の都の鶯は","「梁塵秘抄」より","柴田南雄","-","笛: 小泉浩"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","三","混声合唱と日本の横笛のための 春立つと","5. 何時しかと","「梁塵秘抄」より","柴田南雄","-","笛: 小泉浩"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","三","混声合唱と日本の横笛のための 春立つと","6. そよ 春立つと","「梁塵秘抄」より","柴田南雄","-","笛: 小泉浩"
"第18回定期演奏会","1991年9月27日","山形市民会館大ホール","指揮: 田中信昭","四","萬歳流し","萬歳流し","横手萬歳","柴田南雄","-",""
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","1. あめのうみに","作者不詳","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","2. 月の船の歌","林光(訳)","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","3. いわばしる","志貴皇子","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","4. わらび","林光(訳)","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","5. はるすぎて","持統天皇","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","6. 夏のしらせ","林光(訳)","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","I.","万葉歌あそび","7. 恋歌","狭野弟上娘子","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","II.","火の夜","1. もはやどこへも……","宗左近","林光","-",""
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","II.","火の夜","2. ゆれる炎","宗左近","林光","-",""
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","II.","火の夜","3. 夕焼け","宗左近","林光","-",""
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","III.","月・わたし・風","1. ながらえば","宗左近","林光","-","ピアノ: 寺嶋陸也"
"第19回定期演奏会","1992年11月7日","山形市民会館大ホール","指揮: 林光","III.","月・わたし・風","2. 日が落ちた","宗左近","林光","-","ピアノ: 寺嶋陸也"
