"演奏会名","日付","会場","全体指揮等","ステージ","曲目・組曲名等","個別の曲名","作詞・訳詩","作曲","編曲","備考"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","孔雀","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","赤帽の信号手","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","ジョバンニの嘆き","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","とうもろこしの木","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","新世界交響楽 (交響曲第9番「新世界より」第2楽章より)","種山ヶ原(詩)","A.ドヴォルザーク","吉川和夫(合唱劇編曲)","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","インデアン (「By the Waters of Minnetonka」)","原体剣舞連(詩)","T.Lieurance","吉川和夫(合唱劇編曲)","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","戻れない崖","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","蠍の祈り","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","ケンタウル祭","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","南十字星(サウザンクロス)","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","ほんとうの天上","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","川を見つめる人々","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"第38回定期演奏会(東京公演) 林光追悼公演","2012年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","エピローグ あまの川","宮沢賢治(原作)","吉川和夫(合唱劇編曲)","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.11 芸術監督林光さんを偲んで","2012年5月5日","文翔館 議場ホール","-","-","-","水ヲ下サイ","-","-","-","解説とお話: 池田逸子"
"文翔館コンサート Vol.11 芸術監督林光さんを偲んで","2012年5月5日","文翔館 議場ホール","-","-","-","永遠の祈り","-","-","-","解説とお話: 池田逸子"
"文翔館コンサート Vol.11 芸術監督林光さんを偲んで","2012年5月5日","文翔館 議場ホール","-","-","-","うた","-","-","-","解説とお話: 池田逸子"
"文翔館コンサート Vol.11 芸術監督林光さんを偲んで","2012年5月5日","文翔館 議場ホール","-","-","-","ねがい","-","-","-","解説とお話: 池田逸子"
"文翔館コンサート Vol.11 芸術監督林光さんを偲んで","2012年5月5日","文翔館 議場ホール","指揮: 鈴木義孝","-","音楽劇 かしわばやしの夜 (1996年委嘱作品)","音楽劇 かしわばやしの夜","宮澤賢治(原作)","林光","-","ピアノ: 郷津由紀子"
"第27回山形市平和コンサート","2012年7月8日","山形市民会館大ホール","-","-","-","上を向いて歩こう","-","-","信長貴富(編曲)","合同演奏"
"第27回山形市平和コンサート","2012年7月8日","山形市民会館大ホール","-","-","-","見上げてごらん夜の星を","-","-","信長貴富(編曲)","合同演奏"
"第27回山形市平和コンサート","2012年7月8日","山形市民会館大ホール","-","-","-","負けないで","-","-","なかにしあかね(編曲)","合同演奏"
"白鷹音楽愛好会主催による 第11回演奏会","2012年8月26日","白鷹町 AYu:Mホール","-","-","-","日本抒情歌曲集","-","林光(編曲)","-","賛助出演: 白鷹町少年少女合唱団"
"白鷹音楽愛好会主催による 第11回演奏会","2012年8月26日","白鷹町 AYu:Mホール","-","-","-","宮沢賢治の詩によるソング・アルバム","-","林光","-","賛助出演: 白鷹町少年少女合唱団"
"白鷹音楽愛好会主催による 第11回演奏会","2012年8月26日","白鷹町 AYu:Mホール","-","-","-","こどものたたかい","-","林光","-","賛助出演: 白鷹町少年少女合唱団"
"山形県芸術文化会議創立50周年記念事業","2012年9月17日","山形県県民会館大ホール","指揮: 鈴木泰孝","-","-","あすという日が","-","八木澤教司","-","賛助出演, 伴奏: 寒河江吹奏楽団"
"山形県芸術文化会議創立50周年記念事業","2012年9月17日","山形県県民会館大ホール","指揮: 鈴木泰孝","-","-","翼をください","-","-","宮川彬良(編曲)","賛助出演, 伴奏: 寒河江吹奏楽団"
"山形県芸術文化会議創立50周年記念事業","2012年9月17日","山形県県民会館大ホール","指揮: 鈴木泰孝","-","-","アルカディアやまがた","-","佐藤敏直","-","賛助出演, 伴奏: 寒河江吹奏楽団"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","雨の音楽","ジョセフ・シーモン・コッター・Jr, 木島始(訳)","林光","-","ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","グランド電柱","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","岩手軽便鉄道の一月","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","祈り(「鳥の北斗七星」より)","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","ポラーノの広場のうた","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","こどものたたかい より","林光","林光","-","ピアノ: 郷津由紀子, 大曲小学校の子供たちといっしょに"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第I部","じゃがいも・林光ソングアルバム","がっこう","林光","林光","-","ピアノ: 郷津由紀子, 大曲小学校の子供たちといっしょに"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第II部","合唱オペラ セロ弾きのゴーシュ","1 金星音楽団","宮沢賢治(原作)","林光","-","台本: 林光, 演出: 加藤直, ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第II部","合唱オペラ セロ弾きのゴーシュ","2 猫の訪問と印度の虎狩り","宮沢賢治(原作)","林光","-","台本: 林光, 演出: 加藤直, ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第II部","合唱オペラ セロ弾きのゴーシュ","3 カッコウのドレミファ","宮沢賢治(原作)","林光","-","台本: 林光, 演出: 加藤直, ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第II部","合唱オペラ セロ弾きのゴーシュ","4 仔狸のてぃーちでぃーる","宮沢賢治(原作)","林光","-","台本: 林光, 演出: 加藤直, ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第II部","合唱オペラ セロ弾きのゴーシュ","5 野ねずみの母子(おやこ)","宮沢賢治(原作)","林光","-","台本: 林光, 演出: 加藤直, ピアノ: 郷津由紀子"
"石巻支援三七会 震災復興支援コンサート","2012年9月23日","東松島市コミュニティーセンター","指揮: 鈴木義孝","第II部","合唱オペラ セロ弾きのゴーシュ","6 演奏会の夜","宮沢賢治(原作)","林光","-","台本: 林光, 演出: 加藤直, ピアノ: 郷津由紀子"
"第56回山形市民合同音楽祭","2012年12月9日","山形市民会館大ホール","-","-","-","森の歌","-","ショスタコービッチ","-","合同演奏"
"第39回定期演奏会(山形公演)","2012年12月15日","山形市中央公民館ホール","指揮: 鈴木義孝","-","合唱童話 銀河鉄道の夜 (合唱劇初演)","合唱童話 銀河鉄道の夜","広渡常敏(脚色・詩)","林光","-","ピアノ: 郷津由紀子"
"第39回定期演奏会(山形公演)","2012年12月15日","山形市中央公民館ホール","指揮: 鈴木義孝","-","音楽劇 かしわばやしの夜 (1996年委嘱作品、2000年改訂)","音楽劇 かしわばやしの夜","宮沢賢治(原作)","林光","-","ピアノ: 郷津由紀子"
"第39回定期演奏会(東京公演)","2013年1月27日","かめありリリオホール","指揮: 鈴木義孝","-","合唱童話 銀河鉄道の夜","合唱童話 銀河鉄道の夜","広渡常敏(脚色・詩)","林光","-","ピアノ: 郷津由紀子"
"第39回定期演奏会(東京公演)","2013年1月27日","かめありリリオホール","指揮: 鈴木義孝","-","音楽劇 かしわばやしの夜","音楽劇 かしわばやしの夜","宮沢賢治(原作)","林光","-","ピアノ: 郷津由紀子"
"山形県県民会館開館五十周年記念コンサート","2013年3月17日","山形県県民会館大ホール","-","-","-","交響讃歌「やまがた」","-","佐藤敏直","-",""
"第26回山形市平和コンサート","2013年6月30日","山形市民会館大ホール","-","-","-","-","-","-","-",""
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","I","混声合唱曲 雨ニモマケズ","雨ニモマケズ","宮沢賢治","鈴木憲夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","1. いちばんぼし (プロローグ)","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","2. だれが わすれた","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","3. どうして あんなに","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","4. いぬ","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","5. 風景","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","6. 一つぶよ","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","II","どうしてあんなに まど・みちおの詩による連作合唱曲","7. いちばんぼし (エピローグ)","まど・みちお","吉川和夫","-","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","III","ボーカル グループ Pomme sœur (ポン スール)","-","-","-","-","ボーカル: 鈴木瞳, 鈴木恵, 森谷美紀, 安藤江里和, ピアノ: 阿部寛子, パーカッション: 郷津幸男"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","1. にっぽん昔ばなし","川内康範","北原じゅん","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","2. ゆけゆけ飛雄馬","東京ムービー企画部","渡辺岳夫","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","タイガーマスク","木谷梨男","菊池俊輔","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","アタックNo.1","東京ムービー企画部","渡辺岳夫","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","3. ルパン三世のテーマ","千家和也","大野雄二","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","4. 宝島","岩谷時子","羽田健太郎","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","5. ゲゲゲの鬼太郎","水木しげる","いずみたく","信長貴富","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.12","2013年7月7日","文翔館 議場ホール","指揮: 鈴木義孝","IV","アニソン・オールディーズ 無伴奏混声合唱のための","6. 鉄腕アトム","谷川俊太郎","高井達雄","信長貴富","ピアノ: 郷津由紀子"
"高島町立二井宿小学校公演","2013年10月19日","二井宿小学校体育館","-","-","-","-","-","-","-",""
"山辺町立山辺小学校公演","2013年11月9日","山辺小学校体育館","-","-","-","-","-","-","-",""
"山形市立蔵王第一小学校公演","2013年11月16日","蔵王第一小学校体育館","-","-","-","-","-","-","-",""
"第55回山形市民合同音楽祭","2013年12月8日","山形市民会館大ホール","-","-","-","交響曲「第九」","-","ベートーベン","-","合同演奏"
"第40回定期演奏会(山形公演)","2013年12月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱劇「マユコの森」(2013年委嘱作品、初演)","合唱劇「マユコの森」","蓬莱泰三(脚本)","吉川和夫","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"第40回定期演奏会(東京公演)","2014年1月26日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇「マユコの森」","合唱劇「マユコの森」","蓬莱泰三(脚本)","吉川和夫","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"平成26年度県民芸術祭・山形市芸術祭開幕公演 第41回定期演奏会(山形公演)","2014年9月6日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱オペラ「森は生きている」","合唱オペラ「森は生きている」","林光(台本)","林光","-","演出: 加藤直, ピアノ: 郷津由紀子"
"吉岡孝悦作曲マリンバ打楽器アンサンブル作品演奏会山形公演","2014年10月18日","山形テルサホール","-","-","-","混声合唱と4人の打楽器奏者のためのコスモフラワー","生野毅","吉岡孝悦","-",""
"第50回山形三曲演奏会","2014年10月19日","やまぎんホール(山形県県民会館)","-","-","-","箏、尺八、混声合唱による組曲 日本古謡","-","久本玄智","-",""
"第56回山形市民合同音楽祭","2014年12月8日","山形市民会館大ホール","-","-","-","組曲 水のいのち (管弦楽版)","-","高田三郎","-","合同演奏"
"第41回定期演奏会(東京公演)","2015年1月18日","かめありリリオホール","指揮: 鈴木義孝","-","合唱オペラ「森は生きている」","合唱オペラ「森は生きている」","林光(台本)","林光","-","演出: 加藤直, ピアノ: 郷津由紀子"
"笑顔のチカラ実行委員会主催による東日本大震災復興支援チャリティ公演 第41回定期演奏会(寒河江公演)","2015年5月10日","寒河江市市民文化会館ホール","指揮: 鈴木義孝","-","合唱オペラ「森は生きている」","合唱オペラ「森は生きている」","林光(台本)","林光","-","演出: 加藤直, ピアノ: 郷津由紀子"
"第27回山形市平和コンサート","2015年7月12日","山形市民会館大ホール","-","-","-","生まれた街へ","-","小六禮次郎","-",""
"第27回山形市平和コンサート","2015年7月12日","山形市民会館大ホール","-","-","-","落葉松","-","小林秀雄","-",""
"石巻支援三七会主催 震災復興支援コンサート","2015年7月26日","河北総合センタービッグバン 文化交流ホール","指揮: 鈴木義孝","-","合唱オペラ「森は生きている」","合唱オペラ「森は生きている」","林光(台本)","林光","-","演出: 加藤直, ピアノ: 郷津由紀子"
"第14回国際音楽の日記念演奏会","2015年9月26日","山形市中央公民館ホール","-","-","-","箏、尺八、混声合唱による組曲 日本古謡","-","久本玄智","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","十二月の歌 (「森は生きている」より)","-","林光","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","岩手軽便鉄道の一月","-","林光","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","グランド電柱","-","林光","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","飛行機よ","-","萩京子","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","ねがい","-","林光","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","死んだ男の残したものは","-","武満徹","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","大地讃頌","-","佐藤眞","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","手紙","-","-","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","翼をください","-","-","-",""
"山形市立第九中学校創立40周年記念公演","2015年10月31日","山形市民会館大ホール","-","-","-","RPG","-","-","-",""
"第42回定期演奏会(山形公演)","2015年11月29日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱劇 北守将軍と三人兄弟の医者 (合唱版初演)","合唱劇 北守将軍と三人兄弟の医者","宮沢賢治(原作)","萩京子","-","ピアノ: 郷津由紀子"
"第42回定期演奏会(山形公演)","2015年11月29日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱劇 オツベルと象 (委嘱作品・初演)","合唱劇 オツベルと象","宮沢賢治(原作)","吉川和夫","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"第42回定期演奏会(東京公演)","2016年1月31日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 北守将軍と三人兄弟の医者","合唱劇 北守将軍と三人兄弟の医者","宮沢賢治(原作)","萩京子","-","ピアノ: 郷津由紀子"
"第42回定期演奏会(東京公演)","2016年1月31日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 オツベルと象","合唱劇 オツベルと象","宮沢賢治(原作)","吉川和夫","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"第1回山形県合唱祭","2016年5月29日","山形テルサ テルサホール","-","-","-","うた","佐藤信","林光","-",""
"第1回山形県合唱祭","2016年5月29日","山形テルサ テルサホール","-","-","-","ねがい","佐藤信","林光","-",""
"第32回山形市平和コンサート","2016年7月12日","山形市民会館大ホール","-","-","-","希い(ねがい)","-","-","-",""
"第32回山形市平和コンサート","2016年7月12日","山形市民会館大ホール","-","-","-","若者たち","-","-","-",""
"とやま世界こども舞台芸術祭2016","2016年7月30日","富山県民会館","指揮: 鈴木義孝","-","合唱劇 オツベルと象","合唱劇 オツベルと象","宮沢賢治(原作)","吉川和夫","-","演出: 恵川智美"
"仙台市天文台プラネタリウム公演","2016年8月11日","仙台市天文台 プラネタリウム","指揮: 鈴木義孝","-","合唱劇 銀河鉄道の夜","合唱劇 銀河鉄道の夜","宮沢賢治(原作)","吉川和夫","-",""
"第43回定期演奏会(山形公演)","2016年12月4日","山形市民会館大ホール","指揮: 鈴木義孝","第1部","宮沢賢治詩集","宮沢賢治詩集","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第43回定期演奏会(山形公演)","2016年12月4日","山形市民会館大ホール","指揮: 鈴木義孝","第1部","いちょうの実 (初演)","いちょうの実","宮沢賢治","-","-","ピアノ: 郷津由紀子, 朗読"
"第43回定期演奏会(山形公演)","2016年12月4日","山形市民会館大ホール","指揮: 鈴木義孝","第2部","合唱劇 鹿踊りのはじまり (2002年委嘱作品)","合唱劇 鹿踊りのはじまり","宮沢賢治(原作)","林光","-","ピアノ: 郷津由紀子"
"第43回定期演奏会(東京公演)","2017年1月29日","かめありリリオホール","指揮: 鈴木義孝","-","合唱劇 鹿踊りのはじまり","合唱劇 鹿踊りのはじまり","宮沢賢治(原作)","林光","-","ピアノ: 郷津由紀子"
"東北農民管弦楽団 第4回定期演奏会 天童公演","2017年3月5日","天童市市民文化会館","-","-","-","-","-","-","-","賛助出演"
"第44回定期演奏会(山形公演)","2017年11月19日","山形市民会館大ホール","指揮: 鈴木義孝","I","合唱童話 むくどりのゆめ (合唱童話版初演)","合唱童話 むくどりのゆめ","浜田広介(原作)","吉川和夫","-","ピアノ: 郷津由紀子"
"第44回定期演奏会(山形公演)","2017年11月19日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱オペラ ねこのくにおきゃくさま","合唱オペラ ねこのくにおきゃくさま","シビル・ウェッタシンハ(原作), 松岡享子(訳), 福田善之(台本)","林光","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"第61回山形市民合同音楽祭","2017年12月10日","山形市民会館大ホール","-","-","-","-","-","-","-","合同演奏"
"大石田町虹のプラザ自主事業 合唱団じゃがいも公演","2017年12月17日","大石田町町民交流センター 虹のプラザ","-","-","-","-","-","-","-",""
"第44回定期演奏会(東京公演)","2018年1月28日","かめありリリオホール","指揮: 鈴木義孝","-","合唱童話 むくどりのゆめ (合唱童話版・東京初演)","合唱童話 むくどりのゆめ","浜田広介(原作)","吉川和夫","-","ピアノ: 郷津由紀子"
"第44回定期演奏会(東京公演)","2018年1月28日","かめありリリオホール","指揮: 鈴木義孝","-","合唱オペラ ねこのくにおきゃくさま (合唱オペラ版・東京初演)","合唱オペラ ねこのくにおきゃくさま","シビル・ウェッタシンハ(原作), 松岡享子(訳), 福田善之(台本)","林光","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"第3回山形県合唱祭","2018年5月27日","山形テルサ テルサホール","-","-","-","-","-","-","-",""
"第29回山形市平和コンサート","2018年7月1日","山形市民会館大ホール","-","-","-","-","-","-","-",""
"第62回山形市民合同音楽祭","2018年12月9日","山形市民会館大ホール","-","-","-","-","-","-","-","合同演奏"
"第45回定期演奏会(山形公演)","2018年12月16日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱オペラ 白墨の輪 (合唱オペラ版・初演)","合唱オペラ 白墨の輪","廣渡常敏・加藤直(台本)","林光","-","演出: 加藤直, ピアノ: 郷津由紀子"
"第45回定期演奏会(東京公演)","2019年2月10日","かめありリリオホール","指揮: 鈴木義孝","-","合唱オペラ 白墨の輪 (合唱オペラ版・東京初演)","合唱オペラ 白墨の輪","廣渡常敏・加藤直(台本)","林光","-","演出: 加藤直, ピアノ: 郷津由紀子"
"文翔館創作劇場 浜田広介を歌う","2019年3月24日","文翔館 議場ホール","指揮: 鈴木義孝","-","童謡集 こどものせかい より","童謡集 こどものせかい より","浜田広介","團伊玖磨","-",""
"文翔館創作劇場 浜田広介を歌う","2019年3月24日","文翔館 議場ホール","指揮: 鈴木義孝","-","合唱童話 泣いた赤おに (初演)","合唱童話 泣いた赤おに","浜田広介(原作)","吉川和夫","-",""
"第4回山形県合唱祭","2019年5月26日","山形テルサ テルサホール","-","-","-","-","-","-","-",""
"中山町立豊田小学校公演","2019年6月15日","中山町立豊田小学校体育館","-","-","-","-","-","-","-",""
"第30回山形市平和コンサート","2019年7月7日","山形市民会館大ホール","-","-","-","-","-","-","-",""
"第5回ひろすけ講座","2019年8月25日","浜田広介記念館 ひろすけホール","指揮: 鈴木義孝","-","「こどものうた」「こどものせかい」から","「こどものうた」「こどものせかい」から","浜田広介","團伊玖磨","-",""
"第63回山形市民合同音楽祭","2019年12月8日","山形市民会館大ホール","-","-","-","-","-","-","-","合同演奏"
"第46回定期演奏会(山形公演)","2019年12月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","合唱童話 泣いた赤おに","合唱童話 泣いた赤おに","浜田広介(原作)","吉川和夫","-","演出: 恵川智美, ピアノ: 郷津由紀子"
"第46回定期演奏会(山形公演)","2019年12月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","うつくしいのはげつようびのこども (マザーグース歌曲集)","うつくしいのはげつようびのこども","-","林光","-","ピアノ: 郷津由紀子"
"第46回定期演奏会(山形公演)","2019年12月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","林光編曲によるソング・ブック","林光編曲によるソング・ブック","-","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","序詞","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","祈り","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","わたくしという現象は","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","海だべがど","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","鳥のように 栗鼠のように (無伴奏混声合唱のための「無声慟哭」から)","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","蜂がーぴき…","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
"第48回定期演奏会 林光没後10年を偲んで","2022年1月15日","山形市民会館大ホール","指揮: 鈴木義孝","-","宮沢賢治詩華集","ポラーノの広場のうた","宮沢賢治","林光","-","ピアノ: 郷津由紀子"
